,Polygon,Length_A,Width_A,lat,lon,Length_M,Width_M,File,Month,Group,Month_Group
357,11,1.456957545,0.471803427,58.8207358,11.01699944,1.416,0.452,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
358,39,1.458652911,0.464084023,58.84618528,10.97587756,1.368,0.461,June_Seal_Adults_Vaskar_Day3,June,Adult,June Adult
359,41,1.468247917,0.440968546,58.8203277,11.01746887,1.483,0.467,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
360,5,1.470360844,0.463866957,58.82205155,11.03016762,1.39,0.459,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
361,15,1.475071739,0.447898253,58.84652318,10.97556755,1.398,0.458,June_Seal_Adults_Vaskar_Day3,June,Adult,June Adult
362,56,1.479129271,0.409967127,58.81990039,11.0168765,1.35,0.398,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
363,42,1.482217473,0.397904568,58.82032288,11.01743894,1.392,0.39,June_Seal_Adults_Svarta_Kalva_Day4,June,Adult,June Adult
364,14,1.482735928,0.40215559,58.84652974,10.97555799,1.396,0.39,June_Seal_Adults_Vaskar_Day3,June,Adult,June Adult
365,7,1.488144908,0.42872287,58.82053136,11.02290478,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
366,9,1.497178387,0.415233572,58.822026,11.03009155,1.379,0.433,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
367,3,1.52061976,0.403426652,58.84600432,11.00386593,1.376,0.414,June_Seal_Adults_Galterygen_Day2,June,Adult,June Adult
368,27,1.522132219,0.410966194,58.82172161,11.03055188,1.435,0.433,June_Seal_Adults_Flaton_Day4,June,Adult,June Adult
369,41,1.53276907,0.547900628,58.82031432,11.02228243,NA,NA,June_Seal_Adults_Vitakalva_Day4,June,Adult,June Adult
370,38,0.510803961,0.261795197,58.84610972,10.97571109,0.6,0.248,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
371,4,0.538085638,0.264558531,58.8242105,11.03183214,NA,NA,June_Seal_Pups_Ramso_Right_Skerry_Day4,June,Pups,June Pup
372,6,0.540230877,0.276724172,58.82021903,11.02217997,NA,NA,June_Seal_Pups_Vitakalv_Day3,June,Pups,June Pup
373,3,0.544078102,0.210464094,58.84604392,11.003912,0.712,0.239,June_Seal_Pups_Galterygen_Day2,June,Pups,June Pup
374,3,0.555685029,0.21588858,58.82050416,11.02296676,NA,NA,June_Seal_Pups_Vitakalv_Day3,June,Pups,June Pup
375,16,0.558977419,0.226861137,58.82024687,11.0171623,NA,NA,June_Seal_Pups_Svartakalva_Day3,June,Pups,June Pup
376,8,0.56588842,0.250533186,58.8236117,11.03217882,NA,NA,June_Seal_Pups_Ramso_R_Day3,June,Pups,June Pup
377,15,0.567232843,0.299022307,58.82047855,11.02278132,0.528,0.203,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
378,4,0.567537644,0.19571788,58.82375675,11.03229481,NA,NA,June_Seal_Pups_Ramso_R_Day3,June,Pups,June Pup
379,4,0.56897708,0.218561639,58.82048438,11.02278026,NA,NA,June_Seal_Pups_Vitakalv_Day3,June,Pups,June Pup
380,33,0.569918777,0.224302443,58.84614806,10.97587964,0.585,0.185,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
381,20,0.570411861,0.229370987,58.82018882,11.01717422,NA,NA,June_Seal_Pups_Svartakalva_Day3,June,Pups,June Pup
382,7,0.570697981,0.238494876,58.8219937,11.03021697,0.5,0.223,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
383,16,0.573937133,0.243067276,58.82173315,11.03055068,0.577,0.236,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
384,27,0.574853986,0.273619416,58.8462478,10.97561305,0.637,0.221,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
385,19,0.578721533,0.241056238,58.84624622,10.97577093,NA,NA,June_Seal_Pups_Vasknar_Day4,June,Pups,June Pup
386,17,0.578893371,0.237740017,58.84569369,10.97562368,NA,NA,June_Seal_Pups_Vasknar_Day4,June,Pups,June Pup
387,24,0.580764017,0.244651652,58.84627265,10.97575871,0.639,0.218,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
388,2,0.586857093,0.203509071,58.81867986,11.02760033,NA,NA,June_Seal_Pups_Meta_Day3,June,Pups,June Pup
389,15,0.587934251,0.22320257,58.82177113,11.03052163,0.618,0.237,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
390,5,0.596894121,0.212005531,58.82039117,11.02311503,NA,NA,June_Seal_Pups_Vitakalv_Day3,June,Pups,June Pup
391,18,0.598463345,0.234311661,58.84551961,11.00387209,0.72,0.289,June_Seal_Pups_Galterygen_Day2,June,Pups,June Pup
392,20,0.599367052,0.284154242,58.82044417,11.0227568,0.612,0.23,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
393,1,0.60696321,0.195449699,58.8189843,11.02781828,NA,NA,June_Seal_Pups_Meta_Day3,June,Pups,June Pup
394,5,0.607796896,0.329815682,58.84600891,11.00386366,0.757,0.208,June_Seal_Pups_Galterygen_Day2,June,Pups,June Pup
395,13,0.607853238,0.32493998,58.82047216,11.01732685,0.676,0.254,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
396,5,0.610578738,0.247384718,58.82371331,11.03236892,NA,NA,June_Seal_Pups_Ramso_R_Day3,June,Pups,June Pup
397,16,0.615144671,0.233777418,58.8204673,11.02301487,0.527,0.23,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
398,21,0.616278132,0.282402817,58.82029862,11.01741306,0.581,0.21,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
399,13,0.616457727,0.275313085,58.82108896,11.03008221,0.63,0.286,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
400,9,0.617821741,0.208127057,58.84608062,10.97473242,NA,NA,June_Seal_Pups_Vasknar_Day4,June,Pups,June Pup
401,13,0.617886393,0.25360183,58.82030256,11.01735982,NA,NA,June_Seal_Pups_Svartakalva_Day3,June,Pups,June Pup
402,18,0.621997379,0.205084288,58.820197,11.01720886,NA,NA,June_Seal_Pups_Svartakalva_Day3,June,Pups,June Pup
403,6,0.624531467,0.238186215,58.82347257,11.03216385,NA,NA,June_Seal_Pups_Ramso_Right_Skerry_Day4,June,Pups,June Pup
404,23,0.625158627,0.254063493,58.81992565,11.01689498,NA,NA,June_Seal_Pups_Svartakalva_Day3,June,Pups,June Pup
405,26,0.626015453,0.213447039,58.84624765,10.97560324,0.559,0.235,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
406,8,0.62828092,0.229548428,58.82130258,11.03051051,0.61,0.21,June_Seal_Pups_Flaton_Day3,June,Pups,June Pup
407,4,0.629258009,0.267181142,58.84601565,11.00378335,0.745,0.245,June_Seal_Pups_Galterygen_Day2,June,Pups,June Pup
408,11,0.630050565,0.219513377,58.82031649,11.01739564,NA,NA,June_Seal_Pups_Svartakalva_Day3,June,Pups,June Pup
409,8,0.631119096,0.236682111,58.82008077,11.02232978,NA,NA,June_Seal_Pups_Vitakalv_Day3,June,Pups,June Pup
410,3,0.631309551,0.225488024,58.823774,11.03229226,NA,NA,June_Seal_Pups_Ramso_R_Day3,June,Pups,June Pup
411,5,0.632763376,0.289469593,58.84667962,10.9755447,0.62,0.26,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
412,2,0.632766293,0.220784676,58.82476383,11.03203847,NA,NA,June_Seal_Pups_Ramso_R_Day3,June,Pups,June Pup
413,11,0.633548558,0.31081317,58.84607817,10.97475909,NA,NA,June_Seal_Pups_Vasknar_Day4,June,Pups,June Pup
414,12,0.635051315,0.25013422,58.820506,11.02294553,0.686,0.27,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
415,2,0.637288185,0.234970628,58.84604719,11.00392247,0.623,0.24,June_Seal_Pups_Galterygen_Day2,June,Pups,June Pup
416,1,0.637723536,0.259275255,58.84667069,10.97556026,NA,NA,June_Seal_Pups_Vasknar_Day4,June,Pups,June Pup
417,3,0.638118169,0.23643066,58.81968129,11.02717864,NA,NA,June_Seal_Pups_Meta_Day4,June,Pups,June Pup
418,13,0.639694674,0.236112122,58.82049404,11.02294866,0.821,0.265,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
419,14,0.642958421,0.247141658,58.82028681,11.01737101,NA,NA,June_Seal_Pups_Svartakalva_Day3,June,Pups,June Pup
420,10,0.645495555,0.225833716,58.82032004,11.01745902,NA,NA,June_Seal_Pups_Svartakalva_Day3,June,Pups,June Pup
421,43,0.645845132,0.243239058,58.84575367,10.97559448,0.64,0.28,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
422,23,0.647523071,0.245463283,58.84628442,10.97578345,0.609,0.285,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
423,18,0.647930143,0.265657566,58.84635703,10.97547955,0.553,0.236,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
424,5,0.650042156,0.281195942,58.82040004,11.01726221,NA,NA,June_Seal_Pups_Svartakalva_Day3,June,Pups,June Pup
425,7,0.650731859,0.246953847,58.82037692,11.01727622,NA,NA,June_Seal_Pups_Svartakalva_Day3,June,Pups,June Pup
426,16,0.651216329,0.240681847,58.84585227,10.97477922,NA,NA,June_Seal_Pups_Vasknar_Day4,June,Pups,June Pup
427,2,0.651801066,0.241592183,58.82044564,11.01733153,NA,NA,June_Seal_Pups_Svartakalva_Day3,June,Pups,June Pup
428,15,0.654305971,0.22931539,58.8464246,10.9755202,0.539,0.203,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
429,11,0.658443534,0.220244719,58.84563473,11.00394302,0.54,0.228,June_Seal_Pups_Galterygen_Day2,June,Pups,June Pup
430,45,0.659077456,0.20253664,58.84574367,10.97564693,0.622,0.227,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
431,24,0.659106117,0.267218116,58.82041581,11.0226408,0.627,0.246,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
432,21,0.659365846,0.25192125,58.84722034,11.00505066,0.659,0.252,June_Seal_Pups_Galterygen_Day2,June,Pups,June Pup
433,41,0.659835994,0.317089891,58.8459238,10.97567832,0.532,0.205,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
434,16,0.660110971,0.29105217,58.84552124,11.00393027,0.678,0.279,June_Seal_Pups_Galterygen_Day2,June,Pups,June Pup
435,20,0.661892698,0.249258077,58.84634582,10.97553399,0.638,0.237,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
436,9,0.662043174,0.213003789,58.82193332,11.03004907,0.69,0.241,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
437,25,0.662127373,0.240160939,58.81994115,11.01683161,0.658,0.252,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
438,22,0.662889673,0.215692308,58.81994388,11.01680505,NA,NA,June_Seal_Pups_Svartakalva_Day3,June,Pups,June Pup
439,12,0.663382201,0.233011012,58.82048549,11.01734533,0.578,0.195,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
440,9,0.663540669,0.271585899,58.82005759,11.02231907,NA,NA,June_Seal_Pups_Vitakalv_Day3,June,Pups,June Pup
441,23,0.665985357,0.233724156,58.81995977,11.01685209,0.63,0.22,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
442,5,0.667339126,0.239242022,58.84660503,10.97574429,NA,NA,June_Seal_Pups_Vasknar_Day4,June,Pups,June Pup
443,20,0.668264439,0.205569207,58.84622355,10.97581706,NA,NA,June_Seal_Pups_Vasknar_Day4,June,Pups,June Pup
444,6,0.671530611,0.271653087,58.8220023,11.03014697,0.729,0.251,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
445,6,0.67232113,0.185213532,58.82064874,11.0171283,0.688,0.231,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
446,2,0.672436088,0.249783188,58.82055267,11.02278923,0.652,0.232,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
447,32,0.675089442,0.277262233,58.8461633,10.97588264,0.636,0.284,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
448,17,0.676305992,0.289932223,58.82034313,11.0174811,0.688,0.261,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
449,2,0.677629904,0.273974358,58.82052806,11.02291104,NA,NA,June_Seal_Pups_Vitakalv_Day3,June,Pups,June Pup
450,19,0.678213684,0.284186117,58.82161491,11.03070109,0.58,0.256,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
451,7,0.678952549,0.240959721,58.82009622,11.02231541,NA,NA,June_Seal_Pups_Vitakalv_Day3,June,Pups,June Pup
452,26,0.680468026,0.230326328,58.82036929,11.02266746,0.662,0.225,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
453,15,0.680613199,0.26060485,58.82028145,11.01739898,NA,NA,June_Seal_Pups_Svartakalva_Day3,June,Pups,June Pup
454,2,0.680833092,0.23362824,58.84668823,10.97552716,0.575,0.264,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
455,12,0.681055771,0.326950825,58.84590624,10.97492306,NA,NA,June_Seal_Pups_Vasknar_Day4,June,Pups,June Pup
456,1,0.682325693,0.27523556,58.82460382,11.03174566,NA,NA,June_Seal_Pups_Ramso_Right_Skerry_Day4,June,Pups,June Pup
457,44,0.68269456,0.232546948,58.8457503,10.97566095,0.625,0.245,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
458,17,0.683364705,0.208731853,58.84639134,10.97534676,0.629,0.225,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
459,10,0.683984957,0.235260894,58.84566687,11.00399976,0.55,0.212,June_Seal_Pups_Galterygen_Day2,June,Pups,June Pup
460,37,0.684057324,0.199711161,58.84611666,10.97549191,0.699,0.242,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
461,20,0.684206518,0.248732635,58.84550146,11.00387622,0.705,0.26,June_Seal_Pups_Galterygen_Day2,June,Pups,June Pup
462,30,0.684503426,0.211205013,58.84622667,10.97557197,0.627,0.229,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
463,3,0.684642489,0.283585813,58.82076713,11.01704506,0.711,0.264,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
464,14,0.686047375,0.274141293,58.84553319,11.00396034,0.716,0.29,June_Seal_Pups_Galterygen_Day2,June,Pups,June Pup
465,17,0.687916419,0.259444755,58.82024356,11.01727658,NA,NA,June_Seal_Pups_Svartakalva_Day3,June,Pups,June Pup
466,7,0.688164451,0.239093041,58.82148356,11.03102831,0.54,0.228,June_Seal_Pups_Flaton_Day3,June,Pups,June Pup
467,12,0.688825026,0.23154926,58.84560769,11.0039387,0.478,0.227,June_Seal_Pups_Galterygen_Day2,June,Pups,June Pup
468,19,0.689435406,0.249026612,58.82018856,11.01720721,NA,NA,June_Seal_Pups_Svartakalva_Day3,June,Pups,June Pup
469,1,0.689632913,0.197059774,58.8244917,11.03177505,NA,NA,June_Seal_Pups_Ramso_R_Day3,June,Pups,June Pup
470,3,0.690786957,0.243430229,58.82043419,11.01732671,NA,NA,June_Seal_Pups_Svartakalva_Day3,June,Pups,June Pup
471,22,0.695081703,0.248095089,58.82042127,11.02277102,0.69,0.211,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
472,9,0.695513795,0.30729938,58.82033675,11.01744314,NA,NA,June_Seal_Pups_Svartakalva_Day3,June,Pups,June Pup
473,11,0.696908092,0.2871583,58.82110954,11.03008819,0.668,0.261,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
474,5,0.697632037,0.231538148,58.82484671,11.031991,NA,NA,June_Seal_Pups_Ramso_Right_Skerry_Day4,June,Pups,June Pup
475,9,0.700401592,0.265146436,58.82060821,11.01729788,0.743,0.248,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
476,19,0.701083827,0.211434494,58.8204433,11.0227649,0.655,0.23,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
477,3,0.703049317,0.23971497,58.82432418,11.03184636,NA,NA,June_Seal_Pups_Ramso_Right_Skerry_Day4,June,Pups,June Pup
478,42,0.703480239,0.251087216,58.8458473,10.97571388,0.742,0.22,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
479,7,0.704328393,0.225666258,58.82006953,11.02739591,NA,NA,June_Seal_Pups_Meta_Day4,June,Pups,June Pup
480,2,0.70551598,0.301649271,58.81980151,11.01659371,0.674,0.227,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
481,3,0.705554727,0.198531563,58.82122779,11.03010091,0.5,0.219,June_Seal_Pups_Flaton_Day3,June,Pups,June Pup
482,7,0.706948509,0.239401316,58.84619076,10.97518792,NA,NA,June_Seal_Pups_Vasknar_Day4,June,Pups,June Pup
483,17,0.708164801,0.257053908,58.84551986,11.00388509,0.83,0.267,June_Seal_Pups_Galterygen_Day2,June,Pups,June Pup
484,13,0.708278118,0.225506269,58.84556337,11.00388944,0.788,0.25,June_Seal_Pups_Galterygen_Day2,June,Pups,June Pup
485,8,0.709697424,0.266099589,58.82035403,11.0174355,NA,NA,June_Seal_Pups_Svartakalva_Day3,June,Pups,June Pup
486,1,0.70985358,0.256190782,58.8198056,11.01656386,0.699,0.234,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
487,9,0.710028282,0.316837667,58.84665084,10.97551234,0.688,0.265,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
488,1,0.710073178,0.259654729,58.82053186,11.0227465,NA,NA,June_Seal_Pups_Vitakalv_Day3,June,Pups,June Pup
489,10,0.710602382,0.229993456,58.84650816,10.97597482,0.574,0.193,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
490,5,0.711228062,0.28081823,58.82008692,11.0273676,NA,NA,June_Seal_Pups_Meta_Day4,June,Pups,June Pup
491,8,0.711953412,0.221596232,58.8456873,11.00399171,0.68,0.22,June_Seal_Pups_Galterygen_Day2,June,Pups,June Pup
492,6,0.711957605,0.27491465,58.82370358,11.03223538,NA,NA,June_Seal_Pups_Ramso_R_Day3,June,Pups,June Pup
493,21,0.713366539,0.301480574,58.82042308,11.02273894,0.713,0.295,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
494,9,0.713416991,0.255817306,58.82052086,11.02299825,0.674,0.24,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
495,40,0.713619178,0.215012884,58.84606531,10.97569165,0.697,0.245,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
496,6,0.71506545,0.323880084,58.84645265,10.97543399,NA,NA,June_Seal_Pups_Vasknar_Day4,June,Pups,June Pup
497,21,0.715578287,0.255764695,58.82153753,11.03091692,0.684,0.244,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
498,16,0.716972598,0.262963069,58.82038301,11.0173456,0.602,0.262,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
499,14,0.717357736,0.244694417,58.84643851,10.97600916,0.775,0.263,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
500,25,0.717512261,0.250839785,58.82095545,11.03047678,0.53,0.21,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
501,35,0.71956296,0.266118444,58.84611787,10.97599637,0.659,0.288,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
502,13,0.721748787,0.232505975,58.84590496,10.97490782,NA,NA,June_Seal_Pups_Vasknar_Day4,June,Pups,June Pup
503,15,0.722256623,0.308800509,58.8455277,11.00390955,0.735,0.275,June_Seal_Pups_Galterygen_Day2,June,Pups,June Pup
504,31,0.722408346,0.248948836,58.81990363,11.01688761,0.736,0.284,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
505,2,0.72301329,0.238398171,58.82456977,11.03173999,NA,NA,June_Seal_Pups_Ramso_Right_Skerry_Day4,June,Pups,June Pup
506,29,0.723596588,0.356368941,58.81992028,11.01688199,0.779,0.279,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
507,23,0.723818135,0.28102207,58.82041743,11.02273539,0.651,0.218,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
508,11,0.724809042,0.244348018,58.82055026,11.01732221,0.597,0.25,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
509,27,0.724890392,0.232589048,58.81993671,11.0168769,0.704,0.26,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
510,4,0.726820127,0.23833413,58.84661946,10.97576435,NA,NA,June_Seal_Pups_Vasknar_Day4,June,Pups,June Pup
511,19,0.727046122,0.266252149,58.84635742,10.97520242,0.698,0.231,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
512,2,0.728577312,0.25544242,58.82205356,11.03018216,0.618,0.236,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
513,1,0.728708903,0.241892359,58.82205781,11.03019467,0.612,0.259,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
514,14,0.728796288,0.258308004,58.82040693,11.01730091,0.795,0.265,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
515,19,0.72889949,0.212858636,58.84550657,11.00387144,0.694,0.255,June_Seal_Pups_Galterygen_Day2,June,Pups,June Pup
516,6,0.730395909,0.261328984,58.82007329,11.02737972,NA,NA,June_Seal_Pups_Meta_Day4,June,Pups,June Pup
517,20,0.730634483,0.271517818,58.82029953,11.01738836,0.661,0.259,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
518,21,0.731932201,0.25030576,58.82013313,11.01716627,NA,NA,June_Seal_Pups_Svartakalva_Day3,June,Pups,June Pup
519,5,0.732838243,0.230553696,58.8216015,11.03069703,0.75,0.29,June_Seal_Pups_Flaton_Day3,June,Pups,June Pup
520,8,0.734297155,0.287375828,58.82063541,11.01727738,0.724,0.285,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
521,24,0.735168983,0.25576874,58.8199484,11.01679617,0.653,0.276,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
522,1,0.736272274,0.320952136,58.819695,11.02720777,NA,NA,June_Seal_Pups_Meta_Day4,June,Pups,June Pup
523,28,0.73660236,0.24862902,58.81992609,11.01682687,0.672,0.246,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
524,4,0.737282149,0.287974917,58.82054431,11.02282134,0.784,0.266,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
525,4,0.737504216,0.283069563,58.82076563,11.0170052,0.698,0.261,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
526,10,0.738319342,0.258159901,58.82188165,11.0303448,0.72,0.265,June_Seal_Pups_Flaton_Day4,June,Pups,June Pup
527,7,0.739628993,0.201485495,58.82367263,11.03225824,NA,NA,June_Seal_Pups_Ramso_R_Day3,June,Pups,June Pup
528,7,0.739755816,0.288534432,58.82063801,11.01730407,0.749,0.283,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
529,11,0.741454037,0.269669141,58.82051722,11.02291876,0.853,0.234,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
530,14,0.741950348,0.305259147,58.84590225,10.97480722,NA,NA,June_Seal_Pups_Vasknar_Day4,June,Pups,June Pup
531,4,0.744360909,0.18478321,58.82105799,11.03006358,0.68,0.2,June_Seal_Pups_Flaton_Day3,June,Pups,June Pup
532,39,0.745910859,0.268602331,58.84609958,10.97601124,0.73,0.3,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
533,26,0.746649801,0.229619193,58.81993761,11.01686235,0.761,0.21,June_Seal_Pups_Svarta_Kalva_Day4,June,Pups,June Pup
534,8,0.747750121,0.284630382,58.84664832,10.97573636,0.717,0.285,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
535,6,0.747867465,0.241431402,58.84666239,10.97572942,0.7,0.254,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
536,12,0.750066966,0.259959955,58.84647121,10.97559826,0.671,0.244,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
537,3,0.750895125,0.251017953,58.81862554,11.02758267,NA,NA,June_Seal_Pups_Meta_Day3,June,Pups,June Pup
538,14,0.75372957,0.263324745,58.82049256,11.02276725,0.679,0.239,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
539,7,0.753792376,0.324727664,58.84665628,10.97572582,0.812,0.278,June_Seal_Pups_Vaskar_Day3,June,Pups,June Pup
540,27,0.756059306,0.253190224,58.82033551,11.02319313,0.683,0.255,June_Seal_Pups_Vitakalva_Day4,June,Pups,June Pup
